Species,District,Responsible Department,Location,Last Inspection Date,BRR,Tree_number,Department Ref. No.,OVTNo,XCoordinate,YCoordinate,Type,Condition,MitigationMeasure
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00001,AFCD/LK/004,AFCD/LK/004,844692.0,843051.0,OVT,Decay (moderate),
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00001,AFCD/LK/004,AFCD/LK/004,844692.0,843051.0,OVT,Health condition (fair),Continuous Monitoring
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00001,AFCD/LK/004,AFCD/LK/004,844692.0,843051.0,OVT,Health condition (fair),
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00001,AFCD/LK/004,AFCD/LK/004,844692.0,843051.0,OVT,,Continuous Monitoring
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00001,AFCD/LK/004,AFCD/LK/004,844692.0,843051.0,OVT,,
Cinnamomum camphora,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00002,AFCD/LK/009,AFCD/LK/009,844630.0,842966.0,OVT,Asymmetric tree canopy,Continuous Monitoring
Cinnamomum camphora,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00002,AFCD/LK/009,AFCD/LK/009,844630.0,842966.0,OVT,Asymmetric tree canopy,
Cinnamomum camphora,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00002,AFCD/LK/009,AFCD/LK/009,844630.0,842966.0,OVT,Cavity (minor),Continuous Monitoring
Cinnamomum camphora,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00002,AFCD/LK/009,AFCD/LK/009,844630.0,842966.0,OVT,Cavity (minor),
Cinnamomum camphora,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00002,AFCD/LK/009,AFCD/LK/009,844630.0,842966.0,OVT,Decay (moderate),Continuous Monitoring
Cinnamomum camphora,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00002,AFCD/LK/009,AFCD/LK/009,844630.0,842966.0,OVT,Decay (moderate),
Cinnamomum camphora,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00002,AFCD/LK/009,AFCD/LK/009,844630.0,842966.0,OVT,Health condition (fair),Continuous Monitoring
Cinnamomum camphora,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00002,AFCD/LK/009,AFCD/LK/009,844630.0,842966.0,OVT,Health condition (fair),
Cinnamomum camphora,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00002,AFCD/LK/009,AFCD/LK/009,844630.0,842966.0,OVT,,Continuous Monitoring
Cinnamomum camphora,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00002,AFCD/LK/009,AFCD/LK/009,844630.0,842966.0,OVT,,
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00003,AFCD/LK/010,AFCD/LK/010,844700.0,843073.0,OVT,Cavity (severe),Continuous Monitoring
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00003,AFCD/LK/010,AFCD/LK/010,844700.0,843073.0,OVT,Cavity (severe),
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00003,AFCD/LK/010,AFCD/LK/010,844700.0,843073.0,OVT,Decay (moderate),Continuous Monitoring
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00003,AFCD/LK/010,AFCD/LK/010,844700.0,843073.0,OVT,Decay (moderate),
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00003,AFCD/LK/010,AFCD/LK/010,844700.0,843073.0,OVT,Health condition (fair),Continuous Monitoring
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00003,AFCD/LK/010,AFCD/LK/010,844700.0,843073.0,OVT,Health condition (fair),
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00003,AFCD/LK/010,AFCD/LK/010,844700.0,843073.0,OVT,,Continuous Monitoring
Bischofia javanica,North,"Agriculture, Fisheries and Conservation Department","Lai Chi Wo, Sha Tau Kok",10/11/2020,N,AFCD/N/00003,AFCD/LK/010,AFCD/LK/010,844700.0,843073.0,OVT,,
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Cavity (moderate),Cabling
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Cavity (moderate),Other Support
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Cavity (moderate),Continuous Monitoring
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Cavity (moderate),Restrict Use Within Fall Zone
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Cavity (moderate),
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Crack (moderate),Cabling
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Crack (moderate),Other Support
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Crack (moderate),Continuous Monitoring
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Crack (moderate),Restrict Use Within Fall Zone
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Crack (moderate),
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Dead branches,Cabling
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Dead branches,Other Support
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Dead branches,Continuous Monitoring
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Dead branches,Restrict Use Within Fall Zone
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Dead branches,
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Decay (minor),Cabling
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Decay (minor),Other Support
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Decay (minor),Continuous Monitoring
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Decay (minor),Restrict Use Within Fall Zone
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Decay (minor),
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Dieback twigs (Less than 5%),Cabling
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Dieback twigs (Less than 5%),Other Support
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Dieback twigs (Less than 5%),Continuous Monitoring
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Dieback twigs (Less than 5%),Restrict Use Within Fall Zone
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Dieback twigs (Less than 5%),
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Fungal fruiting bodies (small amount),Cabling
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Fungal fruiting bodies (small amount),Other Support
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Fungal fruiting bodies (small amount),Continuous Monitoring
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Fungal fruiting bodies (small amount),Restrict Use Within Fall Zone
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Fungal fruiting bodies (small amount),
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Obvious wound(s),Cabling
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Obvious wound(s),Other Support
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Obvious wound(s),Continuous Monitoring
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Obvious wound(s),Restrict Use Within Fall Zone
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,Obvious wound(s),
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,,Cabling
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,,Other Support
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,,Continuous Monitoring
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,,Restrict Use Within Fall Zone
Ficus microcarpa,North,Lands Department,"Lai Chi Wo, Sha Tau Kok",31/8/2020,N,LANDSD/N/00004,LANDSD N/2,LANDSD N/2,844899.0,843035.0,OVT,,
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,Asymmetric tree canopy,Appropriate Pruning
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,Asymmetric tree canopy,Continuous Monitoring
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,Asymmetric tree canopy,
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,Cavity (minor),Appropriate Pruning
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,Cavity (minor),Continuous Monitoring
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,Cavity (minor),
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,Dieback twigs (Less than 5%),Appropriate Pruning
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,Dieback twigs (Less than 5%),Continuous Monitoring
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,Dieback twigs (Less than 5%),
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,Health condition (fair),Appropriate Pruning
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,Health condition (fair),Continuous Monitoring
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,Health condition (fair),
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,,Appropriate Pruning
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,,Continuous Monitoring
Cinnamomum camphora,North,Lands Department,"Po Sheung Tsuen, Sheung Shui (near Tai Po District Junior Police Call Club)",6/10/2020,N,LANDSD/N/00005,LANDSD N/1,LANDSD N/1,830954.0,840931.0,OVT,,
Ficus microcarpa,Sha Tin,Lands Department,"Wu Kai Sha Village Fung Shui Woodland, Ma On Shan",6/10/2020,N,LANDSD/ST/00002,LANDSD ST/2,LANDSD ST/2,842835.0,832170.0,OVT,Dieback twigs (Less than 5%),Continuous Monitoring
Ficus microcarpa,Sha Tin,Lands Department,"Wu Kai Sha Village Fung Shui Woodland, Ma On Shan",6/10/2020,N,LANDSD/ST/00002,LANDSD ST/2,LANDSD ST/2,842835.0,832170.0,OVT,Dieback twigs (Less than 5%),
Ficus microcarpa,Sha Tin,Lands Department,"Wu Kai Sha Village Fung Shui Woodland, Ma On Shan",6/10/2020,N,LANDSD/ST/00002,LANDSD ST/2,LANDSD ST/2,842835.0,832170.0,OVT,Health condition (good),Continuous Monitoring
Ficus microcarpa,Sha Tin,Lands Department,"Wu Kai Sha Village Fung Shui Woodland, Ma On Shan",6/10/2020,N,LANDSD/ST/00002,LANDSD ST/2,LANDSD ST/2,842835.0,832170.0,OVT,Health condition (good),
Ficus microcarpa,Sha Tin,Lands Department,"Wu Kai Sha Village Fung Shui Woodland, Ma On Shan",6/10/2020,N,LANDSD/ST/00002,LANDSD ST/2,LANDSD ST/2,842835.0,832170.0,OVT,,Continuous Monitoring
Ficus microcarpa,Sha Tin,Lands Department,"Wu Kai Sha Village Fung Shui Woodland, Ma On Shan",6/10/2020,N,LANDSD/ST/00002,LANDSD ST/2,LANDSD ST/2,842835.0,832170.0,OVT,,
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,Cavity (severe),Appropriate Pruning
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,Cavity (severe),Continuous Monitoring
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,Cavity (severe),
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,Dead branches,Appropriate Pruning
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,Dead branches,Continuous Monitoring
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,Dead branches,
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,Dieback twigs (Less than 5%),Appropriate Pruning
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,Dieback twigs (Less than 5%),Continuous Monitoring
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,Dieback twigs (Less than 5%),
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,Obvious wound(s),Appropriate Pruning
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,Obvious wound(s),Continuous Monitoring
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,Obvious wound(s),
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,,Appropriate Pruning
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,,Continuous Monitoring
Cinnamomum camphora,Tai Po,Lands Department,"She Shan Tsuen, Tai Po, She Shan Fung Shui Woodland SSSI",6/10/2020,N,LANDSD/TP/00001,AFCD_TPK_010,LANDSD TP/1,833000.0,834524.0,OVT,,
Ficus microcarpa,Yau Tsim Mong,Leisure and Cultural Services Department,Flower Market Road,8/2/2021,N,LCSD/YTM/00135,LCSD YTM/106,LCSD YTM/106,835667.716,820675.209,OVT,Crack (minor),Continuous Monitoring
Ficus microcarpa,Yau Tsim Mong,Leisure and Cultural Services Department,Flower Market Road,8/2/2021,N,LCSD/YTM/00135,LCSD YTM/106,LCSD YTM/106,835667.716,820675.209,OVT,Crack (minor),
Ficus microcarpa,Yau Tsim Mong,Leisure and Cultural Services Department,Flower Market Road,8/2/2021,N,LCSD/YTM/00135,LCSD YTM/106,LCSD YTM/106,835667.716,820675.209,OVT,Obvious wound(s),Continuous Monitoring
Ficus microcarpa,Yau Tsim Mong,Leisure and Cultural Services Department,Flower Market Road,8/2/2021,N,LCSD/YTM/00135,LCSD YTM/106,LCSD YTM/106,835667.716,820675.209,OVT,Obvious wound(s),
